Rk,School,G,W 2008,L 2008,W-L% 2008,SRS,SOS,W 2008 Conf,L 2008 Conf,W,L,W,L,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
23,Bethune-Cookman,33,17,16,0.515,-12.41,-9.76,9,7,8,4,7,10,1926,1941,,,685,1725,0.397,136,489,0.278,420,665,0.632,418,1163,307,222,92,474,643
24,Binghamton,32,23,9,0.719,-3.27,-5.62,13,3,12,2,9,6,2239,2156,,1295,778,1764,0.441,192,575,0.334,491,733,0.67,357,1101,383,227,134,431,652
25,Boise State,32,19,13,0.594,-0.95,0.54,9,7,13,3,6,9,2329,2315,,1290,875,1849,0.473,200,584,0.342,379,544,0.697,314,1097,510,200,117,476,576
26,Boston College,34,22,12,0.647,10.36,7.23,9,7,15,4,5,5,2528,2397,,1370,885,2000,0.443,217,649,0.334,541,733,0.738,485,1259,503,208,147,457,614
27,Boston University,30,17,13,0.567,-2.61,-4.91,11,5,9,6,8,6,2058,1989,,,698,1646,0.424,267,740,0.361,395,578,0.683,345,1039,380,202,97,408,513
28,Bowling Green State,33,19,14,0.576,0.09,-1.75,11,5,10,4,6,9,2126,2020,,,775,1796,0.432,206,583,0.353,370,548,0.675,380,1186,415,221,120,427,569
29,Bradley,36,21,15,0.583,2.48,1.95,10,8,14,4,5,9,2415,2387,,,806,1833,0.44,216,658,0.328,587,816,0.719,388,1160,453,282,125,521,648
30,Brigham Young,33,25,8,0.758,15.12,4.15,12,4,14,2,9,3,2544,2150,,1325,909,1879,0.484,238,624,0.381,488,669,0.729,302,1196,537,241,119,375,607
31,Brown,28,9,19,0.321,-12.39,-5.02,3,11,8,5,1,14,1712,1898,,1125,599,1406,0.426,163,514,0.317,351,533,0.659,235,914,373,129,84,403,425
32,Bucknell,30,7,23,0.233,-11.59,-4.12,4,10,6,8,1,15,1928,2152,,1240,679,1767,0.384,212,618,0.343,358,528,0.678,321,1124,338,145,75,425,601
33,Buffalo,33,21,12,0.636,1.44,-0.9,11,5,9,4,7,7,2155,2078,,,778,1864,0.417,174,506,0.344,425,659,0.645,457,1215,406,215,91,466,608
34,Butler,32,26,6,0.813,10.07,2.07,15,3,15,2,11,3,2168,1854,,1280,705,1609,0.438,257,731,0.352,501,692,0.724,328,1094,417,193,102,400,568
35,Cal Poly,28,7,21,0.25,-8.32,-1.32,3,13,3,12,3,8,1822,1964,,1125,645,1591,0.405,189,560,0.338,343,487,0.704,295,929,300,165,80,327,429
36,Cal State Fullerton,32,15,17,0.469,-4.2,-1.26,7,9,7,6,7,7,2345,2356,,,824,1890,0.436,259,753,0.344,438,614,0.713,372,1074,421,212,115,422,592
37,Cal State Northridge,31,17,14,0.548,2.65,-0.14,11,5,10,2,5,11,2282,2178,,1250,821,1808,0.454,215,609,0.353,425,611,0.696,403,1150,430,276,83,549,683
38,UC-Davis,32,13,19,0.406,-4.13,-3.4,7,9,5,8,6,9,2338,2372,,1280,793,1720,0.461,244,674,0.362,508,652,0.779,259,1009,498,196,70,456,618
39,UC-Irvine,31,12,19,0.387,-5.8,-1.8,8,8,6,7,5,10,2028,2134,,1250,708,1658,0.427,215,534,0.403,397,524,0.758,282,937,389,153,56,358,567
40,UC-Riverside,30,17,13,0.567,-5.22,-3.76,8,8,11,2,6,10,1806,1818,,,653,1540,0.424,175,464,0.377,325,476,0.683,331,991,364,202,50,407,517
41,UC-Santa Barbara,31,16,15,0.516,-1.74,-1.1,8,8,10,4,3,10,2030,2021,,1245,712,1595,0.446,163,488,0.334,443,638,0.694,323,1015,393,216,79,485,589
42,University of California,33,22,11,0.667,13.3,7.21,11,7,16,2,6,6,2472,2271,,1340,892,1848,0.483,210,492,0.427,478,633,0.755,333,1113,509,159,66,399,560
43,Campbell,30,14,16,0.467,-7.97,-3.42,11,9,10,4,4,10,2164,2153,,,744,1722,0.432,178,502,0.355,498,701,0.71,377,1104,472,250,76,497,624
44,Canisius,31,11,20,0.355,-6.46,-1.68,4,14,5,8,5,12,1949,2097,,1255,714,1747,0.409,156,544,0.287,365,593,0.616,390,1170,375,160,141,509,638
45,Centenary (LA),31,8,23,0.258,-8.46,-1.56,6,12,4,5,2,15,1993,2207,,,694,1722,0.403,232,673,0.345,373,549,0.679,,924,372,276,82,425,680
46,Central Connecticut State,30,13,17,0.433,-10.35,-6.76,8,10,8,5,5,12,1943,2043,,1205,719,1606,0.448,125,396,0.316,380,528,0.72,332,970,390,184,82,429,440
47,Central Florida,31,17,14,0.548,1.73,1.26,7,9,13,3,3,8,2222,2166,,1245,784,1756,0.446,222,638,0.348,432,578,0.747,363,1072,478,213,88,445,612
48,Central Michigan,31,12,19,0.387,-7.06,-4.15,7,9,8,6,3,11,1928,2018,,,680,1628,0.418,180,536,0.336,388,615,0.631,362,981,306,244,79,447,696
49,Charleston Southern,29,9,20,0.31,-14.07,-5.46,4,14,7,9,2,10,2000,2091,,,752,1721,0.437,195,583,0.334,301,476,0.632,368,1100,388,177,92,396,516
50,Charlotte,31,11,20,0.355,0.79,2.47,5,11,9,6,2,11,2130,2182,,1265,752,1832,0.41,216,707,0.306,410,601,0.682,396,1095,422,200,103,406,578
51,Chattanooga,35,18,17,0.514,-6.25,-3.13,11,9,13,3,5,10,2657,2687,,1415,877,2002,0.438,289,821,0.352,614,935,0.657,438,1374,477,218,79,551,648
52,Chicago State,32,19,13,0.594,-5.97,-4.51,,,11,3,6,9,2693,2577,,1305,956,2077,0.46,253,730,0.347,528,773,0.683,461,1220,507,321,123,486,668
53,Cincinnati,32,18,14,0.563,7.83,6.77,8,10,14,5,4,7,2187,2123,,,792,1869,0.424,233,702,0.332,370,563,0.657,457,1205,466,183,103,436,588
54,Citadel,33,20,13,0.606,-4.48,-5.98,15,5,10,5,9,6,2206,2134,,,780,1738,0.449,213,627,0.34,433,605,0.716,331,1099,376,172,56,419,564
55,Clemson,32,23,9,0.719,15.56,6.59,9,7,13,3,7,5,2507,2177,,1285,912,1971,0.463,256,684,0.374,427,621,0.688,462,1189,478,298,187,456,575
56,Cleveland State,37,26,11,0.703,6.97,2.12,12,6,13,2,8,8,2455,2203,,1480,882,2043,0.432,180,578,0.311,511,729,0.701,441,1267,512,320,118,454,680
57,Coastal Carolina,31,11,20,0.355,-11.74,-6.98,5,13,8,6,2,13,2148,2193,,,786,1770,0.444,220,656,0.335,356,578,0.616,386,1140,455,207,95,500,525
58,Colgate,30,10,20,0.333,-13.26,-6.12,5,9,4,7,6,13,1701,1895,,1210,590,1466,0.402,148,467,0.317,373,556,0.671,273,945,310,135,99,441,508
59,College of Charleston,36,27,9,0.75,-1.33,-5.87,15,5,12,4,11,5,2781,2616,,1445,1014,2150,0.472,300,785,0.382,453,687,0.659,422,1281,486,243,149,452,581
60,Colorado State,31,9,22,0.29,-1.16,3.88,4,12,6,9,2,11,2142,2300,,,737,1722,0.428,193,542,0.356,475,663,0.716,344,1022,339,180,74,425,601
61,Colorado,31,9,22,0.29,-0.06,5.04,1,15,8,9,0,10,1951,2091,,1255,675,1486,0.454,172,497,0.346,429,587,0.731,201,855,356,185,50,436,574
62,Columbia,28,12,16,0.429,-9.92,-6.46,7,7,9,6,3,9,1689,1740,,1125,602,1490,0.404,138,435,0.317,347,519,0.669,306,955,324,184,54,395,525
63,Connecticut,36,31,5,0.861,22.17,8.57,15,3,14,2,9,1,2819,2313,,1475,996,2102,0.474,165,484,0.341,662,976,0.678,511,1559,567,209,280,458,471
64,Coppin State,32,13,19,0.406,-9.56,-4.59,9,7,7,2,4,14,2043,2161,,,729,1767,0.413,185,534,0.346,400,555,0.721,337,993,307,252,45,404,529
65,Cornell,31,21,10,0.677,2.71,-4.01,11,3,14,0,5,8,2281,2007,,,821,1736,0.473,241,587,0.411,398,545,0.73,321,1105,482,203,121,398,556
66,Creighton,35,27,8,0.771,8.69,0.92,14,4,16,3,8,4,2565,2293,,1405,857,1929,0.444,276,727,0.38,575,768,0.749,344,1140,493,287,138,428,658
67,Dartmouth,28,9,19,0.321,-13.28,-6.03,7,7,6,9,3,9,1750,1897,,,642,1560,0.412,146,427,0.342,320,486,0.658,309,920,272,185,122,389,559
68,Davidson,35,27,8,0.771,8.26,-3.33,18,2,12,3,11,3,2724,2306,,1400,957,2194,0.436,305,859,0.355,505,722,0.699,457,1357,492,285,113,439,715
69,Dayton,35,27,8,0.771,7.16,1.76,11,5,18,0,5,5,2339,2150,,1410,831,1972,0.421,190,579,0.328,487,752,0.648,484,1328,485,227,124,475,672
70,Delaware State,32,8,24,0.25,-14.53,-4.78,6,10,5,6,3,14,1847,2098,,1290,683,1615,0.423,185,546,0.339,296,454,0.652,355,979,314,165,123,489,516
71,Delaware,32,13,19,0.406,-4.83,-2.64,6,12,8,7,3,11,2174,2244,,,735,1778,0.413,231,696,0.332,473,673,0.703,329,1089,419,180,92,416,583
72,Denver,31,15,16,0.484,-4.58,-4.97,9,9,12,3,2,12,1884,1872,,,642,1339,0.479,243,645,0.377,357,484,0.738,145,739,422,160,63,406,645
73,DePaul,33,9,24,0.273,-1.21,6.88,0,18,6,10,1,11,2123,2390,,1320,780,1920,0.406,188,635,0.296,375,609,0.616,426,1144,373,223,102,414,501
74,Detroit Mercy,30,7,23,0.233,-8.08,0.65,2,16,4,8,3,15,1694,1937,,1205,610,1464,0.417,96,348,0.276,378,585,0.646,306,931,310,196,89,504,622
75,Drake,33,17,16,0.515,1.32,1.41,7,11,12,7,4,7,2128,2063,,,687,1649,0.417,266,765,0.348,488,648,0.753,304,1079,382,208,73,421,515
76,Drexel,29,15,14,0.517,-0.8,-1.28,10,8,8,5,7,8,1788,1774,,1165,609,1635,0.372,142,484,0.293,428,637,0.672,445,1159,323,142,111,367,578
77,Duke,37,30,7,0.811,20.1,9.07,11,5,16,1,6,5,2867,2439,,1485,971,2186,0.444,267,766,0.349,658,904,0.728,490,1348,492,311,146,454,671
78,Duquesne,34,21,13,0.618,6.04,2.48,9,7,10,5,8,7,2683,2541,,1380,935,1987,0.471,296,825,0.359,517,743,0.696,375,1135,564,257,116,465,594
79,East Carolina,30,13,17,0.433,-3,1.26,5,11,10,6,3,10,2176,2214,,,736,1666,0.442,261,689,0.379,443,605,0.732,316,1018,441,169,88,367,506
80,East Tennessee State,34,23,11,0.676,3.21,-1.87,14,6,11,2,9,6,2657,2383,,,944,2044,0.462,195,590,0.331,574,810,0.709,395,1290,429,287,131,477,622
81,Eastern Illinois,30,12,18,0.4,-9.18,-5.47,8,10,9,5,3,13,1936,1982,,1205,706,1599,0.442,154,428,0.36,370,515,0.718,321,1024,386,149,57,387,527
82,Eastern Kentucky,31,18,13,0.581,-2.82,-5.45,10,8,12,2,5,11,2247,2061,,1255,798,1707,0.467,320,798,0.401,331,478,0.692,327,922,490,240,58,338,498
83,Eastern Michigan,32,8,24,0.25,-11.69,-1.79,6,10,5,9,3,12,1834,2040,,,666,1656,0.402,154,507,0.304,348,574,0.606,369,1102,366,194,114,503,539
84,Eastern Washington,30,12,18,0.4,-7.13,-1.81,6,10,9,5,3,13,1905,2055,,1210,689,1647,0.418,165,509,0.324,362,524,0.691,320,964,352,174,64,380,575
85,Elon,31,11,20,0.355,-11.97,-4.62,7,13,8,6,2,14,2041,2197,,1260,747,1712,0.436,185,532,0.348,362,561,0.645,317,1008,424,223,104,434,564
86,Evansville,31,17,14,0.548,1.87,2.29,8,10,15,4,2,9,2081,2038,,1245,733,1642,0.446,99,311,0.318,516,744,0.694,311,1041,456,183,41,408,619
87,Fairfield,32,17,15,0.531,-2.29,-0.44,9,9,9,4,6,9,2093,2152,,,739,1756,0.421,200,601,0.333,415,632,0.657,372,1104,427,205,118,429,569
88,Fairleigh Dickinson,30,7,23,0.233,-17.59,-5.18,6,12,4,9,3,14,1909,2282,,,675,1614,0.418,123,438,0.281,436,685,0.636,346,963,335,175,131,511,517
89,Florida A&M,31,10,21,0.323,-17.22,-5.72,6,10,7,3,1,16,1899,2228,,,669,1724,0.388,210,654,0.321,351,564,0.622,,961,333,215,66,432,591
90,Florida Atlantic,32,6,26,0.188,-9.68,-2.1,2,16,5,7,0,18,2079,2319,,,736,1777,0.414,173,532,0.325,434,587,0.739,357,1069,391,143,104,392,594
91,Florida International,33,13,20,0.394,-7.71,-1.52,7,11,10,7,3,12,2071,2240,,,721,1731,0.417,193,553,0.349,436,683,0.638,375,1134,395,177,95,498,628
92,Florida State,35,25,10,0.714,11.37,7.91,10,6,13,3,8,5,2392,2271,,1410,820,1886,0.435,216,631,0.342,536,739,0.725,399,1253,423,284,202,548,657
93,Florida,36,25,11,0.694,12.83,3.88,9,7,19,2,2,7,2774,2427,,,1018,2134,0.477,294,802,0.367,444,641,0.693,399,1234,605,294,97,434,576
94,Fordham,28,3,25,0.107,-14.14,1.08,1,15,2,13,1,11,1718,2144,,1120,617,1626,0.379,169,569,0.297,315,503,0.626,302,851,303,174,80,350,546
95,Fresno State,34,13,21,0.382,-4.11,0.96,3,13,9,8,3,10,2299,2372,,1380,803,1832,0.438,244,701,0.348,449,669,0.671,350,1137,482,223,161,491,569
96,Furman,30,6,24,0.2,-16.07,-4.62,4,16,6,7,0,16,1830,2130,,1210,638,1581,0.404,162,524,0.309,392,565,0.694,314,928,340,161,88,428,600
97,Gardner-Webb,30,13,17,0.433,-8.32,-5.04,9,9,7,5,6,12,2220,2244,,,789,1830,0.431,238,676,0.352,404,588,0.687,392,1143,491,222,78,445,598
98,George Mason,33,22,11,0.667,3.78,-1.98,13,5,14,0,6,11,2189,1999,,,813,1813,0.448,178,538,0.331,385,598,0.644,382,1191,382,201,106,393,519
99,George Washington,28,10,18,0.357,-2.08,0.31,4,12,7,5,3,10,1853,1920,,1140,651,1484,0.439,163,450,0.362,388,571,0.68,318,987,354,166,128,411,542
100,Georgetown,31,16,15,0.516,14.39,8.97,7,11,11,5,3,8,2148,1980,,1260,742,1581,0.469,191,575,0.332,473,662,0.715,311,1015,425,245,122,450,550
101,Georgia Southern,30,8,22,0.267,-13.5,-3.7,5,15,6,7,1,13,2114,2363,,1200,772,1776,0.435,213,616,0.346,357,539,0.662,356,1022,348,204,73,449,600
102,Georgia State,32,12,20,0.375,-6.13,-1.83,8,10,6,8,4,11,1929,2036,,,715,1717,0.416,178,565,0.315,321,521,0.616,354,1048,368,220,77,401,564
103,Georgia Tech,31,12,19,0.387,5.56,7.32,2,14,10,9,2,10,2208,2216,,1260,815,1868,0.436,159,492,0.323,419,665,0.63,404,1211,462,256,154,522,608
104,Georgia,32,12,20,0.375,-1.81,5.5,3,13,10,8,1,9,2077,2237,,1290,759,1842,0.412,204,597,0.342,355,556,0.638,405,1203,417,233,122,556,535
105,Gonzaga,34,28,6,0.824,17.95,3.55,14,0,11,2,9,1,2684,2142,,1370,967,1982,0.488,251,643,0.39,499,696,0.717,345,1276,512,246,174,386,551
106,Grambling,29,6,23,0.207,-23.07,-10.1,4,14,4,8,1,14,1766,2084,,,644,1559,0.413,168,520,0.323,310,509,0.609,308,949,345,147,79,448,523
107,Green Bay,33,22,11,0.667,5.63,0.73,13,5,13,2,7,7,2399,2196,,1330,796,1788,0.445,268,653,0.41,539,685,0.787,362,1068,462,231,83,417,626
108,Hampton,32,16,16,0.5,-10.79,-7.58,8,8,6,6,7,8,1851,1902,,,632,1683,0.376,164,602,0.272,423,639,0.662,421,1125,349,269,124,530,553
109,Hartford,33,7,26,0.212,-13.24,-2.93,2,14,4,8,1,16,1998,2316,,1335,695,1754,0.396,258,832,0.31,350,494,0.709,273,1001,425,216,54,460,683
110,Harvard,28,14,14,0.5,-7.57,-6.05,6,8,7,6,7,8,1890,1888,,1135,645,1387,0.465,173,472,0.367,427,586,0.729,227,826,352,206,94,396,486
111,Hawaii,30,13,17,0.433,-2.51,-1.34,5,11,11,9,2,7,1921,1956,,,659,1554,0.424,106,374,0.283,497,696,0.714,393,1040,388,172,114,477,564
112,High Point,30,9,21,0.3,-13.1,-5.89,4,14,5,10,4,11,1931,2001,,1205,730,1720,0.424,178,566,0.314,293,469,0.625,401,1134,383,211,133,482,517
113,Hofstra,32,21,11,0.656,-3.42,-2.9,11,7,10,3,8,6,2128,2126,,1300,729,1851,0.394,180,573,0.314,490,707,0.693,487,1306,363,210,168,487,677
114,Holy Cross,32,18,14,0.563,-3.56,-5.91,11,3,12,4,6,10,2067,1992,,1285,742,1727,0.43,147,468,0.314,436,643,0.678,436,1151,450,271,102,509,632
115,Houston,33,21,12,0.636,8.26,1.29,10,6,12,3,6,8,2501,2259,,1330,873,2064,0.423,193,598,0.323,562,753,0.746,419,1222,399,267,137,323,577
116,Howard,31,8,23,0.258,-16.62,-6.58,6,10,8,5,0,14,1900,2186,,,660,1576,0.419,169,532,0.318,411,643,0.639,283,964,314,148,100,497,551
117,Idaho State,32,13,19,0.406,-3.22,0.17,9,7,11,4,2,14,2089,2185,,1315,763,1654,0.461,129,390,0.331,434,631,0.688,308,1016,403,182,120,418,632
118,Idaho,33,17,16,0.515,-0.56,-0.15,9,7,13,3,4,12,2176,2167,,,767,1673,0.458,193,534,0.361,449,685,0.655,308,1002,443,213,113,406,602
119,Illinois-Chicago,31,16,15,0.516,0.98,0.02,7,11,8,6,8,8,2087,2035,,,724,1767,0.41,199,545,0.365,440,574,0.767,398,1156,390,191,103,403,515
120,Illinois State,34,24,10,0.706,7.83,1.52,11,7,13,2,7,7,2414,2155,,,835,1887,0.443,297,781,0.38,447,646,0.692,385,1257,457,238,95,431,604
121,Illinois,34,24,10,0.706,14.38,6.73,11,7,14,3,5,6,2204,1944,,1370,859,1865,0.461,188,537,0.35,298,419,0.711,320,1127,595,199,122,420,521
122,Indiana State,32,11,21,0.344,-3.38,2.04,7,11,5,9,4,10,2019,2181,,1300,674,1640,0.411,241,693,0.348,430,590,0.729,311,1016,378,166,91,454,592
123,Indiana,31,6,25,0.194,-2.03,8.98,1,17,5,10,0,11,1862,2190,,1245,659,1532,0.43,167,498,0.335,377,581,0.649,314,952,364,191,64,542,601
124,Iona,31,12,19,0.387,-3.24,-2.37,7,11,5,6,5,10,1930,1957,,,637,1541,0.413,174,524,0.332,482,732,0.658,332,1026,378,205,91,486,616
125,Iowa State,32,15,17,0.469,3.48,5.68,4,12,13,6,2,10,2078,2100,,1285,748,1732,0.432,236,683,0.346,346,491,0.705,249,1078,454,127,110,388,505
126,Iowa,32,15,17,0.469,6.65,6.84,5,13,13,4,1,11,1927,1908,,1300,650,1469,0.442,258,709,0.364,369,496,0.744,250,928,375,152,68,401,537
127,Fort Wayne,30,13,17,0.433,-5.42,-0.64,8,10,8,5,5,11,1970,2055,,,681,1566,0.435,195,477,0.409,413,563,0.734,259,909,326,146,96,386,554
128,IUPUI,30,16,14,0.533,-2.92,-2.51,9,9,8,5,7,6,1964,1899,,1205,733,1533,0.478,147,436,0.337,351,537,0.654,286,930,399,216,109,384,464
129,Jackson State,33,18,15,0.545,-9.5,-8.22,15,3,9,0,6,14,2307,2328,,,806,1851,0.435,135,503,0.268,560,795,0.704,420,1203,452,240,91,520,640
130,Jacksonville State,28,11,17,0.393,-8.2,-4.78,5,13,6,6,5,11,1962,1981,,1130,682,1575,0.433,173,457,0.379,425,651,0.653,365,977,423,184,64,389,516
131,Jacksonville,32,18,14,0.563,1.62,-0.05,15,5,10,5,8,8,2363,2210,,,822,1841,0.446,201,574,0.35,518,749,0.692,456,1195,419,261,117,460,645
132,James Madison,36,21,15,0.583,-1.14,-2.91,9,9,9,4,8,7,2540,2465,,1455,870,1948,0.447,251,708,0.355,549,725,0.757,351,1220,427,225,79,503,621
133,Kansas State,34,22,12,0.647,12.18,5.24,9,7,16,3,5,6,2556,2266,,,887,2057,0.431,223,637,0.35,559,862,0.648,555,1333,481,242,103,472,711
134,Kansas,35,27,8,0.771,18.02,7.9,14,2,18,0,6,4,2674,2290,,1405,945,1979,0.478,217,585,0.371,567,782,0.725,421,1371,555,239,155,508,664
135,Kent State,34,19,15,0.559,0.66,-0.97,10,6,13,3,5,9,2343,2199,,1390,857,1953,0.439,197,589,0.334,432,665,0.65,409,1204,434,274,91,441,682
136,Kentucky,36,22,14,0.611,12.69,4.82,8,8,13,6,5,7,2669,2386,,1440,933,1940,0.481,202,572,0.353,601,777,0.773,382,1330,567,238,238,608,634
137,La Salle,31,18,13,0.581,3.45,1.12,9,7,11,6,6,4,2207,2135,,1260,779,1766,0.441,168,501,0.335,481,702,0.685,404,1186,403,210,114,444,528
138,Lafayette,30,8,22,0.267,-14.08,-6.14,4,10,6,8,2,14,1959,2197,,1205,655,1628,0.402,232,737,0.315,417,557,0.749,311,980,396,189,72,505,587
139,Lamar,30,15,15,0.5,-5,-1.04,6,10,9,5,5,9,2198,2156,,,760,1741,0.437,161,517,0.311,517,708,0.73,360,1105,428,215,124,410,581
140,Lehigh,29,15,14,0.517,-8.31,-8.28,5,9,8,6,7,8,1854,1827,,1180,629,1632,0.385,159,497,0.32,437,635,0.688,353,1147,342,175,70,390,529
141,Liberty,35,23,12,0.657,-5.39,-5.49,12,6,15,3,6,8,2644,2493,,1445,911,2003,0.455,321,893,0.359,501,706,0.71,370,1247,531,243,57,460,589
142,Lipscomb,31,17,14,0.548,-2.58,-3.49,12,8,12,4,5,10,2368,2161,,1255,819,1734,0.472,208,573,0.363,522,777,0.672,389,1222,498,243,70,502,585
143,Long Beach State,30,15,15,0.5,-1.57,-0.27,10,6,9,5,6,9,2138,2177,,,755,1671,0.452,203,616,0.33,425,629,0.676,317,1009,431,213,78,429,562
144,Long Island University,30,16,14,0.533,-6.92,-8.63,12,6,12,3,4,11,2119,2058,,1215,701,1718,0.408,192,566,0.339,525,731,0.718,399,1174,339,185,62,396,545
145,Longwood,31,17,14,0.548,-12.38,-6.51,,,13,2,3,11,2400,2349,,1240,864,2015,0.429,246,736,0.334,426,626,0.681,393,1077,502,310,84,452,679
146,Louisiana,30,10,20,0.333,-6.3,-2.23,7,11,9,7,1,13,1999,2116,,1220,707,1701,0.416,205,639,0.321,380,562,0.676,347,986,292,180,131,419,599
147,Louisiana-Monroe,30,10,20,0.333,-11.75,-3.2,6,12,8,6,2,14,1961,2155,,,658,1630,0.404,179,526,0.34,466,653,0.714,350,1023,305,181,86,459,586
148,Louisiana State,35,27,8,0.771,11.87,3.27,13,3,19,2,6,3,2617,2316,,1410,937,2093,0.448,213,572,0.372,530,740,0.716,475,1365,529,267,212,425,609
149,Louisiana Tech,33,15,18,0.455,-2.38,-1.98,6,10,8,4,5,12,2088,2083,,,720,1653,0.436,182,491,0.371,466,704,0.662,375,1105,346,181,108,504,583
150,Louisville,37,31,6,0.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,,1001,2189,0.457,305,827,0.369,441,687,0.642,464,1395,625,335,223,508,625
151,Loyola (IL),32,14,18,0.438,-5.51,-0.67,6,12,8,8,5,10,2026,2154,,1280,731,1795,0.407,158,506,0.312,406,598,0.679,418,1095,382,218,113,416,569
152,Loyola Marymount,31,3,28,0.097,-14.79,1.8,2,12,3,10,0,15,1726,2214,,1240,588,1673,0.351,150,531,0.282,400,581,0.688,372,994,306,197,55,456,539
153,Loyola (MD),32,12,20,0.375,-5.65,-0.65,7,11,5,8,6,10,2147,2294,,1285,719,1843,0.39,187,593,0.315,522,673,0.776,420,1116,369,214,107,432,678
154,Maine,30,9,21,0.3,-11.33,-4.4,4,12,5,8,3,11,1980,2085,,1220,689,1625,0.424,186,554,0.336,416,617,0.674,344,1039,384,216,95,439,516
155,Manhattan,30,16,14,0.533,-4.09,-3.4,9,9,9,5,7,7,1931,1927,,1200,653,1635,0.399,154,489,0.315,471,728,0.647,382,1099,298,224,108,414,569
